,ID_Gato,Raza,Edad,Enfermedad,Tratamiento,Resultado
335,336,Siamés,7,Infección urinaria,Antihistamínicos,Sin Cambio
336,337,British Shorthair,7,Diabetes,Medicación tiroidea,Sin Cambio
337,338,Ragdoll,14,Enfermedad renal,Terapia de fluidos,Deterioro
338,339,Persa,13,Enfermedad renal,Medicación tiroidea,Mejora
339,340,Siamés,15,Infección urinaria,Antibióticos,Mejora
340,341,Bengalí,4,Infección urinaria,Insulina,Sin Cambio
341,342,Bengalí,11,Diabetes,Medicación tiroidea,Mejora
342,343,Persa,7,Enfermedad renal,Antihistamínicos,Mejora
343,344,Ragdoll,11,Alergias,Medicación tiroidea,Sin Cambio
344,345,Ragdoll,15,Diabetes,Medicación tiroidea,Sin Cambio
345,346,Bengalí,13,Hipertiroidismo,Terapia de fluidos,Mejora
346,347,British Shorthair,5,Alergias,Antibióticos,Mejora
347,348,Ragdoll,4,Alergias,Terapia de fluidos,Sin Cambio
348,349,Ragdoll,12,Alergias,Terapia de fluidos,Mejora
349,350,Siamés,10,Alergias,Antihistamínicos,Mejora
350,351,Siamés,12,Diabetes,Medicación tiroidea,Mejora
351,352,British Shorthair,13,Diabetes,Medicación tiroidea,Sin Cambio
352,353,British Shorthair,2,Infección urinaria,Medicación tiroidea,Mejora
353,354,Siamés,7,Infección urinaria,Insulina,Sin Cambio
354,355,Persa,10,Hipertiroidismo,Antibióticos,Mejora
355,356,Bengalí,9,Diabetes,Terapia de fluidos,Mejora
356,357,British Shorthair,1,Alergias,Antibióticos,Deterioro
357,358,Ragdoll,1,Alergias,Terapia de fluidos,Deterioro
358,359,British Shorthair,5,Hipertiroidismo,Insulina,Mejora
359,360,Persa,11,Enfermedad renal,Terapia de fluidos,Sin Cambio
360,361,British Shorthair,6,Hipertiroidismo,Antihistamínicos,Sin Cambio
361,362,Ragdoll,11,Infección urinaria,Insulina,Mejora
362,363,British Shorthair,15,Infección urinaria,Insulina,Deterioro
363,364,Ragdoll,10,Infección urinaria,Insulina,Sin Cambio
364,365,Persa,4,Infección urinaria,Antihistamínicos,Deterioro
365,366,Bengalí,1,Alergias,Medicación tiroidea,Mejora
366,367,Persa,2,Diabetes,Terapia de fluidos,Sin Cambio
367,368,Ragdoll,13,Hipertiroidismo,Insulina,Mejora
368,369,Bengalí,7,Infección urinaria,Antibióticos,Mejora
369,370,Siamés,11,Alergias,Terapia de fluidos,Mejora
370,371,Siamés,2,Hipertiroidismo,Antihistamínicos,Mejora
371,372,British Shorthair,9,Infección urinaria,Terapia de fluidos,Mejora
372,373,Ragdoll,7,Infección urinaria,Terapia de fluidos,Mejora
373,374,Bengalí,13,Infección urinaria,Antihistamínicos,Sin Cambio
374,375,Bengalí,3,Enfermedad renal,Antibióticos,Sin Cambio
375,376,Bengalí,7,Infección urinaria,Terapia de fluidos,Sin Cambio
376,377,Ragdoll,7,Infección urinaria,Insulina,Deterioro
377,378,Bengalí,15,Enfermedad renal,Insulina,Mejora
378,379,Ragdoll,4,Diabetes,Terapia de fluidos,Sin Cambio
379,380,Persa,10,Alergias,Antibióticos,Mejora
380,381,British Shorthair,11,Enfermedad renal,Terapia de fluidos,Deterioro
381,382,British Shorthair,12,Hipertiroidismo,Insulina,Sin Cambio
382,383,British Shorthair,6,Infección urinaria,Insulina,Mejora
383,384,Bengalí,13,Infección urinaria,Antibióticos,Deterioro
384,385,Ragdoll,4,Hipertiroidismo,Antihistamínicos,Mejora
385,386,British Shorthair,7,Alergias,Antibióticos,Mejora
386,387,Ragdoll,3,Infección urinaria,Antihistamínicos,Sin Cambio
387,388,British Shorthair,12,Alergias,Antihistamínicos,Mejora
388,389,Persa,9,Diabetes,Antibióticos,Sin Cambio
389,390,British Shorthair,5,Hipertiroidismo,Medicación tiroidea,Sin Cambio
390,391,British Shorthair,1,Infección urinaria,Terapia de fluidos,Mejora
391,392,British Shorthair,5,Infección urinaria,Antihistamínicos,Mejora
392,393,Bengalí,2,Enfermedad renal,Medicación tiroidea,Mejora
393,394,Ragdoll,12,Alergias,Antibióticos,Mejora
394,395,Siamés,4,Enfermedad renal,Insulina,Mejora
395,396,Bengalí,12,Alergias,Medicación tiroidea,Mejora
396,397,Ragdoll,8,Alergias,Antihistamínicos,Sin Cambio
397,398,Siamés,14,Alergias,Antibióticos,Sin Cambio
398,399,Siamés,9,Enfermedad renal,Antibióticos,Mejora
399,400,Siamés,3,Infección urinaria,Medicación tiroidea,Deterioro
400,401,Ragdoll,3,Alergias,Antihistamínicos,Mejora
401,402,Bengalí,7,Hipertiroidismo,Terapia de fluidos,Mejora
402,403,Persa,5,Infección urinaria,Insulina,Sin Cambio
403,404,Ragdoll,3,Infección urinaria,Antibióticos,Mejora
404,405,Siamés,7,Enfermedad renal,Medicación tiroidea,Deterioro
405,406,Siamés,9,Alergias,Medicación tiroidea,Mejora
406,407,Persa,13,Hipertiroidismo,Terapia de fluidos,Mejora
407,408,Ragdoll,12,Diabetes,Terapia de fluidos,Deterioro
408,409,Siamés,7,Enfermedad renal,Antibióticos,Sin Cambio
409,410,Ragdoll,6,Enfermedad renal,Medicación tiroidea,Sin Cambio
410,411,British Shorthair,7,Alergias,Antihistamínicos,Mejora
411,412,Siamés,10,Enfermedad renal,Medicación tiroidea,Mejora
412,413,Ragdoll,5,Infección urinaria,Antibióticos,Deterioro
413,414,Persa,5,Infección urinaria,Antihistamínicos,Mejora
414,415,Persa,10,Diabetes,Medicación tiroidea,Mejora
415,416,British Shorthair,10,Enfermedad renal,Terapia de fluidos,Sin Cambio
416,417,Siamés,11,Enfermedad renal,Antibióticos,Sin Cambio
417,418,British Shorthair,12,Diabetes,Antibióticos,Deterioro
418,419,Ragdoll,10,Hipertiroidismo,Terapia de fluidos,Mejora
419,420,Siamés,11,Hipertiroidismo,Medicación tiroidea,Mejora
420,421,Ragdoll,13,Diabetes,Terapia de fluidos,Mejora
421,422,Persa,12,Enfermedad renal,Medicación tiroidea,Sin Cambio
422,423,Persa,14,Infección urinaria,Antibióticos,Sin Cambio
423,424,Persa,15,Hipertiroidismo,Medicación tiroidea,Deterioro
424,425,Bengalí,3,Hipertiroidismo,Antihistamínicos,Sin Cambio
425,426,British Shorthair,8,Alergias,Antibióticos,Mejora
426,427,Siamés,9,Enfermedad renal,Antihistamínicos,Mejora
427,428,Persa,14,Enfermedad renal,Antibióticos,Mejora
428,429,Siamés,1,Alergias,Antihistamínicos,Mejora
429,430,Ragdoll,15,Infección urinaria,Antibióticos,Mejora
430,431,British Shorthair,9,Diabetes,Terapia de fluidos,Mejora
431,432,Ragdoll,8,Alergias,Insulina,Mejora
432,433,Persa,9,Enfermedad renal,Antihistamínicos,Mejora
433,434,Persa,5,Hipertiroidismo,Terapia de fluidos,Mejora
434,435,Persa,13,Alergias,Medicación tiroidea,Deterioro
435,436,Ragdoll,15,Infección urinaria,Terapia de fluidos,Deterioro
436,437,Persa,12,Infección urinaria,Insulina,Deterioro
437,438,British Shorthair,3,Infección urinaria,Terapia de fluidos,Mejora
438,439,Siamés,5,Hipertiroidismo,Insulina,Mejora
439,440,Persa,13,Diabetes,Insulina,Mejora
440,441,Bengalí,10,Hipertiroidismo,Terapia de fluidos,Deterioro
441,442,Ragdoll,11,Infección urinaria,Insulina,Deterioro
442,443,Persa,12,Diabetes,Antihistamínicos,Mejora
443,444,Siamés,1,Diabetes,Terapia de fluidos,Mejora
444,445,Ragdoll,3,Alergias,Insulina,Deterioro
445,446,British Shorthair,6,Infección urinaria,Antibióticos,Sin Cambio
446,447,Bengalí,13,Diabetes,Antibióticos,Mejora
447,448,Persa,10,Diabetes,Antihistamínicos,Sin Cambio
448,449,Bengalí,6,Alergias,Antibióticos,Mejora
449,450,Ragdoll,7,Alergias,Insulina,Sin Cambio
450,451,British Shorthair,10,Diabetes,Antibióticos,Mejora
451,452,Ragdoll,14,Enfermedad renal,Antihistamínicos,Sin Cambio
452,453,Bengalí,1,Diabetes,Terapia de fluidos,Mejora
453,454,Bengalí,12,Diabetes,Antihistamínicos,Sin Cambio
454,455,Siamés,13,Diabetes,Terapia de fluidos,Mejora
455,456,Persa,5,Diabetes,Medicación tiroidea,Mejora
456,457,Bengalí,5,Diabetes,Insulina,Deterioro
457,458,Persa,13,Alergias,Insulina,Mejora
458,459,Bengalí,6,Hipertiroidismo,Antibióticos,Mejora
459,460,Persa,5,Diabetes,Antibióticos,Mejora
460,461,Persa,1,Hipertiroidismo,Insulina,Mejora
461,462,Ragdoll,11,Enfermedad renal,Terapia de fluidos,Sin Cambio
462,463,Siamés,12,Diabetes,Medicación tiroidea,Sin Cambio
463,464,Ragdoll,5,Infección urinaria,Insulina,Deterioro
464,465,Siamés,11,Hipertiroidismo,Antibióticos,Deterioro
465,466,British Shorthair,11,Hipertiroidismo,Medicación tiroidea,Sin Cambio
466,467,Persa,1,Alergias,Terapia de fluidos,Sin Cambio
467,468,British Shorthair,8,Alergias,Medicación tiroidea,Deterioro
468,469,Siamés,14,Alergias,Terapia de fluidos,Sin Cambio
469,470,Persa,3,Alergias,Terapia de fluidos,Mejora
470,471,Bengalí,11,Infección urinaria,Antihistamínicos,Mejora
471,472,Siamés,14,Infección urinaria,Medicación tiroidea,Mejora
472,473,Ragdoll,10,Alergias,Insulina,Mejora
473,474,Ragdoll,12,Enfermedad renal,Antihistamínicos,Mejora
474,475,Bengalí,1,Hipertiroidismo,Terapia de fluidos,Sin Cambio
475,476,Bengalí,3,Infección urinaria,Insulina,Sin Cambio
476,477,Bengalí,6,Enfermedad renal,Terapia de fluidos,Mejora
477,478,British Shorthair,9,Hipertiroidismo,Medicación tiroidea,Deterioro
478,479,Ragdoll,15,Enfermedad renal,Antihistamínicos,Mejora
479,480,Ragdoll,13,Diabetes,Antibióticos,Mejora
480,481,Siamés,3,Alergias,Terapia de fluidos,Mejora
481,482,Ragdoll,1,Hipertiroidismo,Antibióticos,Deterioro
482,483,Ragdoll,9,Alergias,Antibióticos,Mejora
483,484,Persa,11,Hipertiroidismo,Antihistamínicos,Sin Cambio
484,485,British Shorthair,5,Hipertiroidismo,Medicación tiroidea,Deterioro
485,486,Ragdoll,7,Infección urinaria,Antihistamínicos,Sin Cambio
486,487,Ragdoll,8,Alergias,Terapia de fluidos,Mejora
487,488,British Shorthair,4,Infección urinaria,Medicación tiroidea,Mejora
488,489,Bengalí,8,Enfermedad renal,Insulina,Mejora
489,490,Ragdoll,5,Infección urinaria,Antihistamínicos,Mejora
490,491,British Shorthair,10,Alergias,Antihistamínicos,Sin Cambio
491,492,Persa,7,Hipertiroidismo,Insulina,Mejora
492,493,British Shorthair,11,Diabetes,Antihistamínicos,Mejora
493,494,British Shorthair,5,Infección urinaria,Medicación tiroidea,Deterioro
494,495,Bengalí,14,Infección urinaria,Antibióticos,Mejora
495,496,Siamés,4,Diabetes,Insulina,Mejora
496,497,Persa,4,Diabetes,Antihistamínicos,Mejora
497,498,Siamés,12,Hipertiroidismo,Medicación tiroidea,Deterioro
498,499,Siamés,6,Diabetes,Antibióticos,Deterioro
499,500,Persa,14,Alergias,Terapia de fluidos,Sin Cambio
500,501,Ragdoll,15,Diabetes,Terapia de fluidos,Sin Cambio
501,502,Bengalí,5,Diabetes,Antibióticos,Deterioro
502,503,Ragdoll,14,Hipertiroidismo,Insulina,Mejora
503,504,Siamés,14,Alergias,Terapia de fluidos,Deterioro
504,505,British Shorthair,8,Infección urinaria,Terapia de fluidos,Mejora
505,506,Ragdoll,2,Enfermedad renal,Terapia de fluidos,Deterioro
506,507,Ragdoll,7,Diabetes,Insulina,Sin Cambio
507,508,British Shorthair,9,Alergias,Medicación tiroidea,Sin Cambio
508,509,Siamés,8,Alergias,Medicación tiroidea,Mejora
509,510,Persa,7,Alergias,Medicación tiroidea,Mejora
510,511,Bengalí,14,Infección urinaria,Antihistamínicos,Deterioro
511,512,Siamés,6,Infección urinaria,Antibióticos,Deterioro
512,513,Bengalí,3,Diabetes,Antibióticos,Mejora
513,514,Ragdoll,8,Hipertiroidismo,Insulina,Deterioro
514,515,Siamés,15,Alergias,Terapia de fluidos,Mejora
515,516,British Shorthair,11,Alergias,Terapia de fluidos,Deterioro
516,517,Persa,7,Alergias,Terapia de fluidos,Sin Cambio
517,518,Bengalí,5,Infección urinaria,Insulina,Deterioro
518,519,British Shorthair,8,Diabetes,Insulina,Deterioro
519,520,Persa,11,Alergias,Antibióticos,Mejora
520,521,Siamés,12,Enfermedad renal,Antihistamínicos,Mejora
521,522,Siamés,9,Enfermedad renal,Terapia de fluidos,Mejora
522,523,Persa,13,Infección urinaria,Terapia de fluidos,Mejora
523,524,Ragdoll,6,Hipertiroidismo,Insulina,Sin Cambio
524,525,British Shorthair,3,Infección urinaria,Antihistamínicos,Sin Cambio
525,526,Bengalí,7,Hipertiroidismo,Insulina,Deterioro
526,527,Persa,1,Alergias,Medicación tiroidea,Deterioro
527,528,Bengalí,11,Hipertiroidismo,Insulina,Mejora
528,529,Siamés,2,Hipertiroidismo,Medicación tiroidea,Sin Cambio
529,530,Persa,1,Hipertiroidismo,Antibióticos,Mejora
530,531,British Shorthair,2,Hipertiroidismo,Antibióticos,Sin Cambio
531,532,Bengalí,7,Diabetes,Medicación tiroidea,Deterioro
532,533,Bengalí,1,Alergias,Terapia de fluidos,Sin Cambio
533,534,British Shorthair,6,Diabetes,Medicación tiroidea,Deterioro
534,535,Persa,14,Diabetes,Antihistamínicos,Sin Cambio
535,536,Siamés,9,Hipertiroidismo,Medicación tiroidea,Mejora
536,537,Ragdoll,4,Enfermedad renal,Antibióticos,Mejora
537,538,Bengalí,13,Hipertiroidismo,Medicación tiroidea,Sin Cambio
538,539,Ragdoll,15,Diabetes,Antibióticos,Deterioro
539,540,Siamés,7,Alergias,Antibióticos,Deterioro
540,541,Bengalí,5,Infección urinaria,Insulina,Mejora
541,542,Siamés,9,Enfermedad renal,Antibióticos,Mejora
542,543,Persa,2,Diabetes,Antibióticos,Deterioro
543,544,British Shorthair,15,Infección urinaria,Insulina,Mejora
544,545,Siamés,15,Diabetes,Medicación tiroidea,Deterioro
545,546,Ragdoll,12,Diabetes,Insulina,Mejora
546,547,Persa,1,Infección urinaria,Medicación tiroidea,Mejora
547,548,Siamés,15,Alergias,Antihistamínicos,Mejora
548,549,Ragdoll,12,Enfermedad renal,Antihistamínicos,Mejora
549,550,Persa,3,Alergias,Insulina,Mejora
550,551,Ragdoll,11,Hipertiroidismo,Antibióticos,Sin Cambio
551,552,Persa,12,Diabetes,Antibióticos,Deterioro
552,553,Persa,1,Enfermedad renal,Insulina,Deterioro
553,554,Siamés,13,Infección urinaria,Antibióticos,Mejora
554,555,Siamés,10,Enfermedad renal,Antibióticos,Mejora
555,556,Bengalí,11,Alergias,Medicación tiroidea,Deterioro
556,557,Bengalí,9,Infección urinaria,Terapia de fluidos,Sin Cambio
557,558,Ragdoll,14,Enfermedad renal,Antihistamínicos,Deterioro
558,559,Siamés,6,Infección urinaria,Insulina,Mejora
559,560,Siamés,3,Alergias,Medicación tiroidea,Mejora
560,561,Persa,13,Infección urinaria,Antibióticos,Sin Cambio
561,562,Bengalí,11,Hipertiroidismo,Antihistamínicos,Sin Cambio
562,563,Siamés,7,Enfermedad renal,Antibióticos,Sin Cambio
563,564,Ragdoll,3,Hipertiroidismo,Insulina,Mejora
564,565,Siamés,2,Hipertiroidismo,Medicación tiroidea,Mejora
565,566,Ragdoll,11,Infección urinaria,Terapia de fluidos,Mejora
566,567,Persa,14,Enfermedad renal,Antihistamínicos,Mejora
567,568,Ragdoll,12,Enfermedad renal,Antihistamínicos,Mejora
568,569,Persa,15,Enfermedad renal,Antihistamínicos,Sin Cambio
569,570,Persa,7,Hipertiroidismo,Antibióticos,Mejora
570,571,Persa,10,Infección urinaria,Medicación tiroidea,Deterioro
571,572,Bengalí,11,Enfermedad renal,Insulina,Sin Cambio
572,573,Siamés,1,Enfermedad renal,Insulina,Mejora
573,574,Bengalí,1,Hipertiroidismo,Medicación tiroidea,Deterioro
574,575,Bengalí,6,Diabetes,Terapia de fluidos,Sin Cambio
575,576,British Shorthair,12,Enfermedad renal,Antihistamínicos,Sin Cambio
576,577,Siamés,11,Infección urinaria,Medicación tiroidea,Deterioro
577,578,Ragdoll,12,Infección urinaria,Terapia de fluidos,Mejora
578,579,Siamés,13,Hipertiroidismo,Antihistamínicos,Mejora
579,580,Ragdoll,9,Infección urinaria,Insulina,Sin Cambio
580,581,Ragdoll,13,Infección urinaria,Insulina,Mejora
581,582,Siamés,10,Alergias,Insulina,Mejora
582,583,Siamés,10,Infección urinaria,Terapia de fluidos,Mejora
583,584,Siamés,2,Hipertiroidismo,Insulina,Deterioro
584,585,Siamés,1,Alergias,Insulina,Mejora
585,586,Siamés,15,Enfermedad renal,Insulina,Mejora
586,587,Persa,4,Alergias,Medicación tiroidea,Mejora
587,588,Ragdoll,1,Hipertiroidismo,Antihistamínicos,Sin Cambio
588,589,British Shorthair,12,Alergias,Terapia de fluidos,Sin Cambio
589,590,Persa,6,Enfermedad renal,Antibióticos,Mejora
590,591,Persa,3,Enfermedad renal,Antibióticos,Sin Cambio
591,592,Ragdoll,4,Infección urinaria,Insulina,Deterioro
592,593,Persa,14,Hipertiroidismo,Antihistamínicos,Mejora
593,594,Persa,4,Infección urinaria,Terapia de fluidos,Deterioro
594,595,Persa,15,Enfermedad renal,Insulina,Mejora
595,596,British Shorthair,3,Infección urinaria,Insulina,Mejora
596,597,Siamés,8,Enfermedad renal,Medicación tiroidea,Sin Cambio
597,598,Siamés,15,Alergias,Medicación tiroidea,Mejora
598,599,Ragdoll,10,Enfermedad renal,Medicación tiroidea,Mejora
599,600,Persa,2,Alergias,Insulina,Mejora
600,601,British Shorthair,9,Diabetes,Terapia de fluidos,Mejora
601,602,British Shorthair,6,Hipertiroidismo,Antibióticos,Sin Cambio
602,603,Ragdoll,6,Alergias,Insulina,Deterioro
603,604,Ragdoll,1,Alergias,Antibióticos,Deterioro
604,605,Bengalí,4,Hipertiroidismo,Antibióticos,Mejora
605,606,Persa,7,Hipertiroidismo,Antibióticos,Deterioro
606,607,Ragdoll,10,Diabetes,Antibióticos,Deterioro
607,608,Bengalí,10,Hipertiroidismo,Antibióticos,Sin Cambio
608,609,Ragdoll,9,Infección urinaria,Medicación tiroidea,Mejora
609,610,Persa,15,Alergias,Medicación tiroidea,Mejora
610,611,British Shorthair,6,Hipertiroidismo,Antibióticos,Sin Cambio
611,612,Bengalí,2,Diabetes,Insulina,Deterioro
612,613,Ragdoll,1,Diabetes,Antibióticos,Mejora
613,614,Persa,11,Infección urinaria,Antihistamínicos,Mejora
614,615,Ragdoll,14,Hipertiroidismo,Insulina,Mejora
615,616,British Shorthair,9,Enfermedad renal,Antihistamínicos,Deterioro
616,617,Siamés,5,Diabetes,Terapia de fluidos,Mejora
617,618,Siamés,14,Diabetes,Antibióticos,Deterioro
618,619,Ragdoll,9,Enfermedad renal,Antihistamínicos,Mejora
619,620,Ragdoll,11,Hipertiroidismo,Antibióticos,Mejora
620,621,Ragdoll,10,Infección urinaria,Medicación tiroidea,Deterioro
621,622,Persa,6,Infección urinaria,Medicación tiroidea,Sin Cambio
622,623,Persa,1,Alergias,Terapia de fluidos,Mejora
623,624,Bengalí,3,Hipertiroidismo,Insulina,Sin Cambio
624,625,Siamés,5,Alergias,Antihistamínicos,Sin Cambio
625,626,Ragdoll,7,Infección urinaria,Antibióticos,Sin Cambio
626,627,Siamés,1,Hipertiroidismo,Insulina,Mejora
627,628,Ragdoll,12,Diabetes,Insulina,Deterioro
628,629,British Shorthair,2,Hipertiroidismo,Insulina,Sin Cambio
629,630,British Shorthair,13,Alergias,Terapia de fluidos,Deterioro
630,631,British Shorthair,9,Hipertiroidismo,Medicación tiroidea,Mejora
631,632,British Shorthair,14,Enfermedad renal,Antibióticos,Deterioro
632,633,Persa,15,Diabetes,Insulina,Sin Cambio
633,634,British Shorthair,8,Hipertiroidismo,Terapia de fluidos,Deterioro
634,635,Persa,6,Hipertiroidismo,Antibióticos,Mejora
635,636,British Shorthair,15,Infección urinaria,Medicación tiroidea,Sin Cambio
636,637,Ragdoll,1,Enfermedad renal,Insulina,Sin Cambio
637,638,Persa,5,Infección urinaria,Antihistamínicos,Mejora
638,639,British Shorthair,6,Alergias,Medicación tiroidea,Sin Cambio
639,640,Ragdoll,3,Alergias,Terapia de fluidos,Mejora
640,641,Ragdoll,10,Alergias,Antihistamínicos,Mejora
641,642,Siamés,11,Diabetes,Medicación tiroidea,Sin Cambio
642,643,Persa,13,Diabetes,Antihistamínicos,Sin Cambio
643,644,Bengalí,8,Diabetes,Antihistamínicos,Deterioro
644,645,Persa,10,Diabetes,Medicación tiroidea,Mejora
645,646,Siamés,5,Alergias,Terapia de fluidos,Mejora
646,647,Persa,15,Enfermedad renal,Antibióticos,Mejora
647,648,Bengalí,5,Alergias,Medicación tiroidea,Mejora
648,649,Bengalí,4,Enfermedad renal,Terapia de fluidos,Mejora
649,650,Ragdoll,4,Infección urinaria,Antibióticos,Sin Cambio
650,651,Persa,1,Alergias,Medicación tiroidea,Mejora
651,652,British Shorthair,12,Diabetes,Terapia de fluidos,Sin Cambio
652,653,British Shorthair,8,Enfermedad renal,Terapia de fluidos,Sin Cambio
653,654,British Shorthair,1,Enfermedad renal,Medicación tiroidea,Mejora
654,655,Siamés,9,Infección urinaria,Antibióticos,Mejora
655,656,Siamés,15,Hipertiroidismo,Antihistamínicos,Sin Cambio
656,657,Persa,13,Diabetes,Insulina,Deterioro
657,658,British Shorthair,9,Enfermedad renal,Antibióticos,Mejora
658,659,Bengalí,7,Enfermedad renal,Antihistamínicos,Deterioro
659,660,Ragdoll,12,Enfermedad renal,Terapia de fluidos,Sin Cambio
660,661,Siamés,7,Infección urinaria,Antibióticos,Mejora
661,662,Siamés,11,Alergias,Terapia de fluidos,Deterioro
662,663,British Shorthair,10,Diabetes,Insulina,Sin Cambio
663,664,Ragdoll,10,Hipertiroidismo,Antibióticos,Deterioro
664,665,Bengalí,3,Diabetes,Terapia de fluidos,Sin Cambio
665,666,British Shorthair,15,Enfermedad renal,Antihistamínicos,Mejora
666,667,Persa,8,Enfermedad renal,Terapia de fluidos,Mejora
667,668,Ragdoll,3,Alergias,Terapia de fluidos,Deterioro
