,ID_Gato,Raza,Edad,Enfermedad,Historial_Clinico,Sintomas,Condicion_Salud,Estilo_Vida,Tratamiento,Resultado
600,601,Bengalí,4,Alergias,Ninguno,Leve,Ninguna,Interior,Terapia de fluidos,Sin Cambio
601,602,Siamés,12,Alergias,Moderado,Leve,Ocasional,Exterior,Antibióticos,Sin Cambio
602,603,Ragdoll,13,Diabetes,Ninguno,Moderado,Ninguna,Exterior,Antihistamínicos,Mejora
603,604,British Shorthair,5,Hipertiroidismo,Ninguno,Severo,Ocasional,Exterior,Antihistamínicos,Deterioro
604,605,Persa,1,Alergias,Moderado,Leve,Ninguna,Exterior,Antihistamínicos,Mejora
605,606,British Shorthair,10,Infección urinaria,Leve,Leve,Crónica,Exterior,Antihistamínicos,Mejora
606,607,British Shorthair,3,Enfermedad renal,Ninguno,Severo,Ninguna,Interior,Medicación tiroidea,Mejora
607,608,Bengalí,1,Diabetes,Leve,Moderado,Crónica,Exterior,Medicación tiroidea,Sin Cambio
608,609,Ragdoll,15,Enfermedad renal,Moderado,Leve,Ninguna,Interior,Terapia de fluidos,Deterioro
609,610,British Shorthair,1,Enfermedad renal,Ninguno,Severo,Ninguna,Interior,Insulina,Sin Cambio
610,611,British Shorthair,8,Hipertiroidismo,Ninguno,Ninguno,Ocasional,Interior,Medicación tiroidea,Deterioro
611,612,British Shorthair,9,Diabetes,Leve,Leve,Crónica,Exterior,Antibióticos,Mejora
612,613,Ragdoll,4,Hipertiroidismo,Leve,Leve,Ocasional,Interior,Antihistamínicos,Deterioro
613,614,Siamés,9,Alergias,Severo,Severo,Ninguna,Interior,Terapia de fluidos,Mejora
614,615,Bengalí,1,Hipertiroidismo,Severo,Moderado,Ninguna,Exterior,Medicación tiroidea,Mejora
615,616,Ragdoll,10,Hipertiroidismo,Leve,Leve,Ninguna,Exterior,Medicación tiroidea,Sin Cambio
616,617,Persa,3,Diabetes,Ninguno,Severo,Crónica,Exterior,Antihistamínicos,Deterioro
617,618,British Shorthair,11,Enfermedad renal,Ninguno,Leve,Crónica,Exterior,Antibióticos,Mejora
618,619,Bengalí,12,Alergias,Moderado,Moderado,Ocasional,Interior,Terapia de fluidos,Mejora
619,620,Persa,9,Hipertiroidismo,Leve,Moderado,Ocasional,Interior,Insulina,Sin Cambio
620,621,British Shorthair,4,Hipertiroidismo,Severo,Ninguno,Crónica,Interior,Insulina,Sin Cambio
621,622,Bengalí,13,Hipertiroidismo,Moderado,Moderado,Ninguna,Exterior,Terapia de fluidos,Deterioro
622,623,Ragdoll,6,Alergias,Severo,Moderado,Ocasional,Interior,Antibióticos,Mejora
623,624,Persa,13,Hipertiroidismo,Severo,Leve,Crónica,Interior,Terapia de fluidos,Mejora
624,625,British Shorthair,14,Infección urinaria,Leve,Ninguno,Ocasional,Exterior,Antihistamínicos,Deterioro
625,626,Ragdoll,1,Alergias,Moderado,Moderado,Crónica,Interior,Medicación tiroidea,Sin Cambio
626,627,Ragdoll,4,Alergias,Moderado,Severo,Crónica,Exterior,Insulina,Mejora
627,628,British Shorthair,7,Alergias,Moderado,Moderado,Ocasional,Interior,Antibióticos,Mejora
628,629,Ragdoll,5,Alergias,Leve,Leve,Ninguna,Exterior,Terapia de fluidos,Deterioro
629,630,British Shorthair,4,Infección urinaria,Severo,Leve,Crónica,Exterior,Terapia de fluidos,Mejora
630,631,British Shorthair,4,Diabetes,Leve,Moderado,Crónica,Interior,Insulina,Mejora
631,632,Ragdoll,2,Hipertiroidismo,Moderado,Severo,Ocasional,Exterior,Terapia de fluidos,Deterioro
632,633,Ragdoll,14,Enfermedad renal,Severo,Severo,Ocasional,Interior,Terapia de fluidos,Sin Cambio
633,634,Bengalí,7,Alergias,Moderado,Leve,Ninguna,Interior,Antibióticos,Deterioro
634,635,British Shorthair,12,Hipertiroidismo,Leve,Severo,Ocasional,Interior,Antihistamínicos,Deterioro
635,636,Bengalí,15,Alergias,Leve,Severo,Ocasional,Interior,Terapia de fluidos,Sin Cambio
636,637,Bengalí,4,Enfermedad renal,Severo,Severo,Ninguna,Exterior,Insulina,Deterioro
637,638,Bengalí,14,Alergias,Moderado,Ninguno,Ocasional,Interior,Terapia de fluidos,Deterioro
638,639,Bengalí,8,Diabetes,Leve,Severo,Ocasional,Exterior,Medicación tiroidea,Mejora
639,640,Bengalí,7,Infección urinaria,Severo,Ninguno,Ocasional,Interior,Terapia de fluidos,Sin Cambio
640,641,Siamés,7,Diabetes,Severo,Ninguno,Crónica,Interior,Terapia de fluidos,Mejora
641,642,Persa,5,Alergias,Severo,Severo,Ocasional,Interior,Antibióticos,Mejora
642,643,Bengalí,1,Enfermedad renal,Leve,Moderado,Ocasional,Exterior,Antibióticos,Mejora
643,644,Siamés,12,Enfermedad renal,Ninguno,Severo,Ocasional,Interior,Antihistamínicos,Deterioro
644,645,Bengalí,3,Hipertiroidismo,Severo,Moderado,Crónica,Exterior,Medicación tiroidea,Sin Cambio
645,646,Siamés,14,Infección urinaria,Leve,Ninguno,Ninguna,Exterior,Antihistamínicos,Mejora
646,647,British Shorthair,9,Enfermedad renal,Moderado,Ninguno,Crónica,Exterior,Medicación tiroidea,Deterioro
647,648,Ragdoll,13,Diabetes,Moderado,Severo,Crónica,Exterior,Antihistamínicos,Sin Cambio
648,649,Persa,7,Enfermedad renal,Ninguno,Leve,Ninguna,Exterior,Terapia de fluidos,Mejora
649,650,British Shorthair,2,Alergias,Ninguno,Severo,Ninguna,Exterior,Terapia de fluidos,Mejora
650,651,British Shorthair,3,Alergias,Severo,Leve,Ocasional,Exterior,Insulina,Mejora
651,652,Siamés,3,Alergias,Ninguno,Ninguno,Ocasional,Exterior,Insulina,Mejora
652,653,Siamés,10,Infección urinaria,Leve,Severo,Ninguna,Exterior,Medicación tiroidea,Sin Cambio
653,654,Ragdoll,9,Infección urinaria,Severo,Severo,Ninguna,Interior,Insulina,Mejora
654,655,British Shorthair,4,Diabetes,Severo,Leve,Ocasional,Interior,Medicación tiroidea,Mejora
655,656,Siamés,15,Enfermedad renal,Moderado,Ninguno,Crónica,Interior,Medicación tiroidea,Sin Cambio
656,657,Siamés,15,Infección urinaria,Severo,Ninguno,Ocasional,Interior,Medicación tiroidea,Mejora
657,658,Bengalí,14,Alergias,Moderado,Ninguno,Crónica,Exterior,Terapia de fluidos,Mejora
658,659,Persa,12,Hipertiroidismo,Moderado,Severo,Ocasional,Exterior,Insulina,Mejora
659,660,Persa,4,Diabetes,Severo,Leve,Crónica,Exterior,Medicación tiroidea,Mejora
660,661,British Shorthair,11,Enfermedad renal,Ninguno,Ninguno,Ninguna,Exterior,Antihistamínicos,Mejora
661,662,Ragdoll,12,Alergias,Moderado,Leve,Ocasional,Exterior,Medicación tiroidea,Deterioro
662,663,Ragdoll,6,Hipertiroidismo,Severo,Severo,Ocasional,Interior,Insulina,Mejora
663,664,Bengalí,6,Diabetes,Ninguno,Leve,Ninguna,Interior,Antibióticos,Mejora
664,665,Bengalí,2,Enfermedad renal,Severo,Leve,Ocasional,Interior,Insulina,Mejora
665,666,Ragdoll,7,Hipertiroidismo,Severo,Leve,Ocasional,Interior,Antihistamínicos,Sin Cambio
666,667,British Shorthair,1,Infección urinaria,Ninguno,Moderado,Ninguna,Exterior,Terapia de fluidos,Sin Cambio
667,668,Persa,12,Hipertiroidismo,Ninguno,Ninguno,Ocasional,Interior,Medicación tiroidea,Mejora
668,669,Siamés,3,Hipertiroidismo,Ninguno,Ninguno,Ninguna,Interior,Terapia de fluidos,Deterioro
669,670,Bengalí,2,Infección urinaria,Ninguno,Severo,Crónica,Exterior,Antibióticos,Mejora
670,671,Persa,4,Diabetes,Severo,Severo,Ocasional,Interior,Medicación tiroidea,Mejora
671,672,Siamés,12,Infección urinaria,Ninguno,Leve,Crónica,Interior,Antibióticos,Mejora
672,673,Bengalí,4,Diabetes,Severo,Moderado,Ocasional,Interior,Antibióticos,Mejora
673,674,Persa,9,Diabetes,Leve,Severo,Ninguna,Interior,Antihistamínicos,Mejora
674,675,Siamés,14,Hipertiroidismo,Ninguno,Ninguno,Crónica,Exterior,Antihistamínicos,Mejora
675,676,Ragdoll,2,Diabetes,Severo,Severo,Ninguna,Interior,Medicación tiroidea,Mejora
676,677,Siamés,12,Hipertiroidismo,Severo,Moderado,Ocasional,Exterior,Antibióticos,Mejora
677,678,Ragdoll,2,Alergias,Ninguno,Leve,Ocasional,Interior,Medicación tiroidea,Mejora
678,679,Bengalí,3,Alergias,Moderado,Moderado,Crónica,Interior,Medicación tiroidea,Sin Cambio
679,680,Persa,8,Diabetes,Ninguno,Severo,Crónica,Exterior,Terapia de fluidos,Mejora
680,681,Siamés,4,Alergias,Leve,Severo,Ocasional,Interior,Terapia de fluidos,Sin Cambio
681,682,Persa,13,Hipertiroidismo,Ninguno,Ninguno,Ninguna,Interior,Antihistamínicos,Mejora
682,683,Ragdoll,4,Enfermedad renal,Ninguno,Moderado,Ninguna,Interior,Medicación tiroidea,Sin Cambio
683,684,British Shorthair,1,Enfermedad renal,Leve,Leve,Ninguna,Exterior,Insulina,Mejora
684,685,Ragdoll,2,Hipertiroidismo,Severo,Ninguno,Crónica,Interior,Terapia de fluidos,Sin Cambio
685,686,British Shorthair,10,Infección urinaria,Moderado,Severo,Crónica,Exterior,Terapia de fluidos,Sin Cambio
686,687,Persa,8,Hipertiroidismo,Ninguno,Moderado,Crónica,Exterior,Antihistamínicos,Sin Cambio
687,688,Bengalí,4,Enfermedad renal,Ninguno,Leve,Ocasional,Exterior,Antibióticos,Mejora
688,689,Bengalí,5,Alergias,Leve,Leve,Crónica,Interior,Antibióticos,Mejora
689,690,Siamés,7,Alergias,Leve,Moderado,Ocasional,Interior,Insulina,Mejora
690,691,Persa,12,Alergias,Moderado,Leve,Ocasional,Interior,Antibióticos,Mejora
691,692,Bengalí,5,Hipertiroidismo,Severo,Ninguno,Ocasional,Interior,Insulina,Sin Cambio
692,693,Persa,12,Alergias,Severo,Leve,Crónica,Interior,Antibióticos,Sin Cambio
693,694,Siamés,5,Infección urinaria,Moderado,Leve,Ninguna,Exterior,Antibióticos,Mejora
694,695,Persa,12,Enfermedad renal,Moderado,Leve,Ninguna,Interior,Antihistamínicos,Mejora
695,696,British Shorthair,8,Diabetes,Leve,Moderado,Ninguna,Exterior,Insulina,Mejora
696,697,Ragdoll,2,Enfermedad renal,Leve,Leve,Crónica,Exterior,Medicación tiroidea,Sin Cambio
697,698,British Shorthair,3,Hipertiroidismo,Ninguno,Ninguno,Crónica,Exterior,Insulina,Deterioro
698,699,British Shorthair,8,Alergias,Severo,Severo,Crónica,Interior,Antihistamínicos,Sin Cambio
699,700,Ragdoll,12,Diabetes,Severo,Moderado,Ocasional,Interior,Terapia de fluidos,Mejora
700,701,Persa,8,Alergias,Severo,Ninguno,Crónica,Interior,Antihistamínicos,Sin Cambio
701,702,Persa,6,Infección urinaria,Ninguno,Leve,Ocasional,Interior,Antihistamínicos,Sin Cambio
702,703,Persa,6,Alergias,Leve,Severo,Ocasional,Exterior,Medicación tiroidea,Mejora
703,704,Persa,14,Infección urinaria,Moderado,Moderado,Ninguna,Interior,Medicación tiroidea,Deterioro
704,705,Persa,12,Alergias,Moderado,Ninguno,Ninguna,Exterior,Antihistamínicos,Mejora
705,706,Ragdoll,11,Infección urinaria,Severo,Leve,Ocasional,Interior,Antibióticos,Sin Cambio
706,707,Ragdoll,8,Hipertiroidismo,Severo,Leve,Ninguna,Interior,Antibióticos,Sin Cambio
707,708,Siamés,1,Alergias,Ninguno,Ninguno,Crónica,Exterior,Antihistamínicos,Mejora
708,709,Ragdoll,4,Enfermedad renal,Ninguno,Severo,Crónica,Interior,Insulina,Mejora
709,710,Persa,12,Hipertiroidismo,Leve,Ninguno,Ninguna,Interior,Medicación tiroidea,Mejora
710,711,Siamés,9,Alergias,Severo,Leve,Ocasional,Exterior,Antihistamínicos,Mejora
711,712,Siamés,13,Enfermedad renal,Moderado,Moderado,Ocasional,Interior,Insulina,Deterioro
712,713,Ragdoll,2,Diabetes,Moderado,Leve,Ocasional,Exterior,Medicación tiroidea,Deterioro
713,714,Bengalí,6,Hipertiroidismo,Moderado,Severo,Crónica,Exterior,Antihistamínicos,Sin Cambio
714,715,Bengalí,6,Alergias,Moderado,Moderado,Ocasional,Interior,Antihistamínicos,Mejora
715,716,British Shorthair,3,Hipertiroidismo,Moderado,Ninguno,Ninguna,Interior,Antihistamínicos,Mejora
716,717,Persa,8,Enfermedad renal,Ninguno,Ninguno,Crónica,Interior,Antibióticos,Mejora
717,718,Bengalí,3,Hipertiroidismo,Moderado,Ninguno,Ninguna,Interior,Antibióticos,Mejora
718,719,Siamés,12,Infección urinaria,Ninguno,Moderado,Ocasional,Interior,Terapia de fluidos,Deterioro
719,720,Bengalí,4,Diabetes,Severo,Severo,Ocasional,Interior,Antibióticos,Sin Cambio
720,721,Ragdoll,3,Diabetes,Ninguno,Ninguno,Ninguna,Interior,Antibióticos,Deterioro
721,722,Siamés,7,Diabetes,Severo,Ninguno,Ocasional,Interior,Medicación tiroidea,Deterioro
722,723,British Shorthair,12,Hipertiroidismo,Leve,Ninguno,Ninguna,Exterior,Medicación tiroidea,Sin Cambio
723,724,Persa,2,Hipertiroidismo,Leve,Ninguno,Crónica,Interior,Antibióticos,Mejora
724,725,British Shorthair,7,Hipertiroidismo,Leve,Leve,Crónica,Exterior,Terapia de fluidos,Mejora
725,726,Ragdoll,2,Enfermedad renal,Moderado,Ninguno,Ocasional,Exterior,Antihistamínicos,Sin Cambio
726,727,Bengalí,5,Alergias,Leve,Leve,Ocasional,Exterior,Insulina,Mejora
727,728,British Shorthair,5,Infección urinaria,Severo,Leve,Ocasional,Interior,Insulina,Mejora
728,729,Bengalí,7,Hipertiroidismo,Leve,Moderado,Ninguna,Exterior,Medicación tiroidea,Deterioro
729,730,Ragdoll,13,Diabetes,Moderado,Moderado,Crónica,Interior,Medicación tiroidea,Deterioro
730,731,Bengalí,5,Hipertiroidismo,Moderado,Moderado,Ocasional,Exterior,Antihistamínicos,Mejora
731,732,Bengalí,14,Alergias,Moderado,Leve,Ocasional,Exterior,Insulina,Mejora
732,733,Ragdoll,8,Enfermedad renal,Leve,Ninguno,Crónica,Exterior,Terapia de fluidos,Mejora
733,734,Ragdoll,1,Infección urinaria,Leve,Leve,Crónica,Exterior,Antibióticos,Mejora
734,735,British Shorthair,14,Diabetes,Severo,Ninguno,Ocasional,Exterior,Antihistamínicos,Sin Cambio
735,736,British Shorthair,13,Enfermedad renal,Leve,Ninguno,Crónica,Interior,Insulina,Mejora
736,737,Bengalí,15,Enfermedad renal,Severo,Leve,Crónica,Interior,Insulina,Mejora
737,738,Ragdoll,3,Hipertiroidismo,Ninguno,Moderado,Ninguna,Interior,Terapia de fluidos,Mejora
738,739,British Shorthair,2,Alergias,Ninguno,Severo,Ocasional,Interior,Medicación tiroidea,Mejora
739,740,Ragdoll,7,Diabetes,Severo,Moderado,Ninguna,Exterior,Medicación tiroidea,Mejora
740,741,Bengalí,1,Infección urinaria,Severo,Moderado,Crónica,Exterior,Insulina,Mejora
741,742,Bengalí,8,Infección urinaria,Moderado,Ninguno,Ocasional,Exterior,Terapia de fluidos,Sin Cambio
742,743,Siamés,1,Hipertiroidismo,Leve,Severo,Ocasional,Exterior,Antibióticos,Sin Cambio
743,744,British Shorthair,4,Alergias,Moderado,Leve,Ocasional,Interior,Antibióticos,Deterioro
744,745,Siamés,11,Alergias,Leve,Moderado,Ocasional,Exterior,Medicación tiroidea,Mejora
745,746,Bengalí,8,Enfermedad renal,Leve,Moderado,Crónica,Interior,Insulina,Sin Cambio
746,747,Bengalí,3,Infección urinaria,Moderado,Leve,Ninguna,Interior,Antibióticos,Mejora
747,748,Siamés,3,Infección urinaria,Leve,Severo,Ninguna,Interior,Antibióticos,Mejora
748,749,Bengalí,12,Diabetes,Ninguno,Severo,Ninguna,Interior,Insulina,Mejora
749,750,Persa,5,Diabetes,Severo,Leve,Ocasional,Interior,Medicación tiroidea,Deterioro
750,751,Bengalí,7,Alergias,Leve,Severo,Ocasional,Interior,Insulina,Mejora
751,752,Bengalí,4,Alergias,Ninguno,Leve,Crónica,Interior,Terapia de fluidos,Mejora
752,753,Persa,1,Diabetes,Moderado,Ninguno,Ninguna,Exterior,Terapia de fluidos,Deterioro
753,754,British Shorthair,3,Enfermedad renal,Leve,Severo,Crónica,Interior,Medicación tiroidea,Sin Cambio
754,755,British Shorthair,15,Diabetes,Leve,Severo,Ninguna,Interior,Antihistamínicos,Deterioro
755,756,British Shorthair,11,Infección urinaria,Leve,Severo,Ninguna,Interior,Terapia de fluidos,Mejora
756,757,Bengalí,14,Enfermedad renal,Severo,Moderado,Ocasional,Exterior,Medicación tiroidea,Sin Cambio
757,758,Siamés,13,Enfermedad renal,Ninguno,Moderado,Ocasional,Interior,Terapia de fluidos,Sin Cambio
758,759,Siamés,6,Hipertiroidismo,Leve,Ninguno,Ocasional,Interior,Antihistamínicos,Mejora
759,760,Bengalí,14,Hipertiroidismo,Severo,Moderado,Ninguna,Exterior,Medicación tiroidea,Deterioro
760,761,Ragdoll,12,Alergias,Moderado,Moderado,Crónica,Exterior,Terapia de fluidos,Mejora
761,762,British Shorthair,9,Infección urinaria,Severo,Moderado,Crónica,Exterior,Terapia de fluidos,Deterioro
762,763,Siamés,10,Infección urinaria,Leve,Ninguno,Ocasional,Exterior,Antihistamínicos,Deterioro
763,764,Persa,4,Alergias,Ninguno,Ninguno,Ocasional,Interior,Insulina,Mejora
764,765,Persa,5,Infección urinaria,Moderado,Severo,Ninguna,Exterior,Antihistamínicos,Sin Cambio
765,766,British Shorthair,7,Diabetes,Leve,Ninguno,Ocasional,Interior,Medicación tiroidea,Sin Cambio
766,767,British Shorthair,2,Enfermedad renal,Moderado,Ninguno,Crónica,Exterior,Medicación tiroidea,Mejora
767,768,Bengalí,13,Enfermedad renal,Ninguno,Moderado,Ocasional,Interior,Antibióticos,Mejora
768,769,Siamés,12,Infección urinaria,Ninguno,Ninguno,Crónica,Interior,Medicación tiroidea,Mejora
769,770,Ragdoll,9,Hipertiroidismo,Ninguno,Leve,Ninguna,Exterior,Medicación tiroidea,Sin Cambio
770,771,Siamés,1,Enfermedad renal,Ninguno,Moderado,Ocasional,Exterior,Insulina,Mejora
771,772,Siamés,13,Diabetes,Ninguno,Severo,Ocasional,Interior,Antibióticos,Sin Cambio
772,773,Siamés,12,Diabetes,Ninguno,Moderado,Ocasional,Interior,Insulina,Deterioro
773,774,Siamés,14,Infección urinaria,Ninguno,Leve,Crónica,Exterior,Insulina,Sin Cambio
774,775,Siamés,6,Alergias,Moderado,Ninguno,Ocasional,Interior,Antihistamínicos,Sin Cambio
775,776,Bengalí,3,Diabetes,Ninguno,Ninguno,Ninguna,Exterior,Antibióticos,Sin Cambio
776,777,Bengalí,10,Diabetes,Ninguno,Ninguno,Ocasional,Interior,Insulina,Mejora
777,778,Bengalí,12,Infección urinaria,Severo,Severo,Ninguna,Exterior,Terapia de fluidos,Mejora
778,779,Ragdoll,11,Hipertiroidismo,Moderado,Moderado,Ocasional,Interior,Insulina,Mejora
779,780,Siamés,4,Hipertiroidismo,Severo,Moderado,Ninguna,Exterior,Antibióticos,Deterioro
780,781,Siamés,10,Infección urinaria,Leve,Leve,Crónica,Exterior,Antibióticos,Mejora
781,782,British Shorthair,4,Diabetes,Leve,Leve,Ocasional,Exterior,Insulina,Mejora
782,783,Bengalí,12,Hipertiroidismo,Severo,Ninguno,Crónica,Exterior,Medicación tiroidea,Sin Cambio
783,784,Bengalí,9,Enfermedad renal,Moderado,Ninguno,Crónica,Interior,Medicación tiroidea,Mejora
784,785,Persa,1,Enfermedad renal,Moderado,Moderado,Crónica,Interior,Antihistamínicos,Mejora
785,786,Siamés,6,Alergias,Ninguno,Moderado,Ocasional,Interior,Antihistamínicos,Mejora
786,787,Persa,9,Hipertiroidismo,Ninguno,Severo,Ninguna,Exterior,Medicación tiroidea,Deterioro
787,788,Bengalí,13,Enfermedad renal,Moderado,Ninguno,Crónica,Exterior,Antibióticos,Deterioro
788,789,Ragdoll,8,Alergias,Moderado,Ninguno,Ninguna,Interior,Antibióticos,Sin Cambio
789,790,Siamés,15,Diabetes,Moderado,Leve,Crónica,Interior,Insulina,Mejora
790,791,Ragdoll,8,Diabetes,Leve,Ninguno,Crónica,Interior,Medicación tiroidea,Mejora
791,792,Siamés,7,Alergias,Severo,Moderado,Ocasional,Interior,Insulina,Mejora
792,793,Siamés,15,Hipertiroidismo,Leve,Ninguno,Ninguna,Interior,Insulina,Deterioro
793,794,Bengalí,3,Enfermedad renal,Severo,Moderado,Ninguna,Exterior,Antihistamínicos,Mejora
794,795,Persa,1,Diabetes,Severo,Ninguno,Crónica,Interior,Antihistamínicos,Deterioro
795,796,Ragdoll,2,Diabetes,Ninguno,Ninguno,Ninguna,Interior,Medicación tiroidea,Sin Cambio
796,797,Bengalí,14,Enfermedad renal,Moderado,Ninguno,Crónica,Exterior,Medicación tiroidea,Mejora
797,798,Persa,6,Diabetes,Leve,Severo,Ninguna,Exterior,Terapia de fluidos,Deterioro
798,799,British Shorthair,1,Infección urinaria,Moderado,Moderado,Ocasional,Interior,Antibióticos,Sin Cambio
799,800,Siamés,11,Diabetes,Ninguno,Moderado,Ninguna,Exterior,Antihistamínicos,Sin Cambio
